"","fips","county_name","state_abbr","state_name"
"658",17121,"Marion","IL","Illinois"
"659",17123,"Marshall","IL","Illinois"
"660",17125,"Mason","IL","Illinois"
"661",17127,"Massac","IL","Illinois"
"662",17129,"Menard","IL","Illinois"
"663",17131,"Mercer","IL","Illinois"
"664",17133,"Monroe","IL","Illinois"
"665",17135,"Montgomery","IL","Illinois"
"666",17137,"Morgan","IL","Illinois"
"667",17139,"Moultrie","IL","Illinois"
"668",17141,"Ogle","IL","Illinois"
"669",17143,"Peoria","IL","Illinois"
"670",17145,"Perry","IL","Illinois"
"671",17147,"Piatt","IL","Illinois"
"672",17149,"Pike","IL","Illinois"
"673",17151,"Pope","IL","Illinois"
"674",17153,"Pulaski","IL","Illinois"
"675",17155,"Putnam","IL","Illinois"
"676",17157,"Randolph","IL","Illinois"
"677",17159,"Richland","IL","Illinois"
"678",17161,"Rock Island","IL","Illinois"
"679",17163,"St. Clair","IL","Illinois"
"680",17165,"Saline","IL","Illinois"
"681",17167,"Sangamon","IL","Illinois"
"682",17169,"Schuyler","IL","Illinois"
"683",17171,"Scott","IL","Illinois"
"684",17173,"Shelby","IL","Illinois"
"685",17175,"Stark","IL","Illinois"
"686",17177,"Stephenson","IL","Illinois"
"687",17179,"Tazewell","IL","Illinois"
"688",17181,"Union","IL","Illinois"
"689",17183,"Vermilion","IL","Illinois"
"690",17185,"Wabash","IL","Illinois"
"691",17187,"Warren","IL","Illinois"
"692",17189,"Washington","IL","Illinois"
"693",17191,"Wayne","IL","Illinois"
"694",17193,"White","IL","Illinois"
"695",17195,"Whiteside","IL","Illinois"
"696",17197,"Will","IL","Illinois"
"697",17199,"Williamson","IL","Illinois"
"698",17201,"Winnebago","IL","Illinois"
"699",17203,"Woodford","IL","Illinois"
"700",18001,"Adams","IN","Indiana"
"701",18003,"Allen","IN","Indiana"
"702",18005,"Bartholomew","IN","Indiana"
"703",18007,"Benton","IN","Indiana"
"704",18009,"Blackford","IN","Indiana"
"705",18011,"Boone","IN","Indiana"
"706",18013,"Brown","IN","Indiana"
"707",18015,"Carroll","IN","Indiana"
"708",18017,"Cass","IN","Indiana"
"709",18019,"Clark","IN","Indiana"
"710",18021,"Clay","IN","Indiana"
"711",18023,"Clinton","IN","Indiana"
"712",18025,"Crawford","IN","Indiana"
"713",18027,"Daviess","IN","Indiana"
"714",18029,"Dearborn","IN","Indiana"
"715",18031,"Decatur","IN","Indiana"
"716",18033,"DeKalb","IN","Indiana"
"717",18035,"Delaware","IN","Indiana"
"718",18037,"Dubois","IN","Indiana"
"719",18039,"Elkhart","IN","Indiana"
"720",18041,"Fayette","IN","Indiana"
"721",18043,"Floyd","IN","Indiana"
"722",18045,"Fountain","IN","Indiana"
"723",18047,"Franklin","IN","Indiana"
"724",18049,"Fulton","IN","Indiana"
"725",18051,"Gibson","IN","Indiana"
"726",18053,"Grant","IN","Indiana"
"727",18055,"Greene","IN","Indiana"
"728",18057,"Hamilton","IN","Indiana"
"729",18059,"Hancock","IN","Indiana"
"730",18061,"Harrison","IN","Indiana"
"731",18063,"Hendricks","IN","Indiana"
"732",18065,"Henry","IN","Indiana"
"733",18067,"Howard","IN","Indiana"
"734",18069,"Huntington","IN","Indiana"
"735",18071,"Jackson","IN","Indiana"
"736",18073,"Jasper","IN","Indiana"
"737",18075,"Jay","IN","Indiana"
"738",18077,"Jefferson","IN","Indiana"
"739",18079,"Jennings","IN","Indiana"
"740",18081,"Johnson","IN","Indiana"
"741",18083,"Knox","IN","Indiana"
"742",18085,"Kosciusko","IN","Indiana"
"743",18087,"LaGrange","IN","Indiana"
"744",18089,"Lake","IN","Indiana"
"745",18091,"LaPorte","IN","Indiana"
"746",18093,"Lawrence","IN","Indiana"
"747",18095,"Madison","IN","Indiana"
"748",18097,"Marion","IN","Indiana"
"749",18099,"Marshall","IN","Indiana"
"750",18101,"Martin","IN","Indiana"
"751",18103,"Miami","IN","Indiana"
"752",18105,"Monroe","IN","Indiana"
"753",18107,"Montgomery","IN","Indiana"
"754",18109,"Morgan","IN","Indiana"
"755",18111,"Newton","IN","Indiana"
"756",18113,"Noble","IN","Indiana"
"757",18115,"Ohio","IN","Indiana"
"758",18117,"Orange","IN","Indiana"
"759",18119,"Owen","IN","Indiana"
"760",18121,"Parke","IN","Indiana"
"761",18123,"Perry","IN","Indiana"
"762",18125,"Pike","IN","Indiana"
"763",18127,"Porter","IN","Indiana"
"764",18129,"Posey","IN","Indiana"
"765",18131,"Pulaski","IN","Indiana"
"766",18133,"Putnam","IN","Indiana"
"767",18135,"Randolph","IN","Indiana"
"768",18137,"Ripley","IN","Indiana"
"769",18139,"Rush","IN","Indiana"
"770",18141,"St. Joseph","IN","Indiana"
"771",18143,"Scott","IN","Indiana"
"772",18145,"Shelby","IN","Indiana"
"773",18147,"Spencer","IN","Indiana"
"774",18149,"Starke","IN","Indiana"
"775",18151,"Steuben","IN","Indiana"
"776",18153,"Sullivan","IN","Indiana"
"777",18155,"Switzerland","IN","Indiana"
"778",18157,"Tippecanoe","IN","Indiana"
"779",18159,"Tipton","IN","Indiana"
"780",18161,"Union","IN","Indiana"
"781",18163,"Vanderburgh","IN","Indiana"
"782",18165,"Vermillion","IN","Indiana"
"783",18167,"Vigo","IN","Indiana"
"784",18169,"Wabash","IN","Indiana"
"785",18171,"Warren","IN","Indiana"
"786",18173,"Warrick","IN","Indiana"
"787",18175,"Washington","IN","Indiana"
"788",18177,"Wayne","IN","Indiana"
"789",18179,"Wells","IN","Indiana"
"790",18181,"White","IN","Indiana"
"791",18183,"Whitley","IN","Indiana"
"792",19001,"Adair","IA","Iowa"
"793",19003,"Adams","IA","Iowa"
"794",19005,"Allamakee","IA","Iowa"
"795",19007,"Appanoose","IA","Iowa"
"796",19009,"Audubon","IA","Iowa"
"797",19011,"Benton","IA","Iowa"
"798",19013,"Black Hawk","IA","Iowa"
"799",19015,"Boone","IA","Iowa"
"800",19017,"Bremer","IA","Iowa"
"801",19019,"Buchanan","IA","Iowa"
"802",19021,"Buena Vista","IA","Iowa"
"803",19023,"Butler","IA","Iowa"
"804",19025,"Calhoun","IA","Iowa"
"805",19027,"Carroll","IA","Iowa"
"806",19029,"Cass","IA","Iowa"
"807",19031,"Cedar","IA","Iowa"
"808",19033,"Cerro Gordo","IA","Iowa"
"809",19035,"Cherokee","IA","Iowa"
"810",19037,"Chickasaw","IA","Iowa"
"811",19039,"Clarke","IA","Iowa"
"812",19041,"Clay","IA","Iowa"
"813",19043,"Clayton","IA","Iowa"
"814",19045,"Clinton","IA","Iowa"
"815",19047,"Crawford","IA","Iowa"
"816",19049,"Dallas","IA","Iowa"
"817",19051,"Davis","IA","Iowa"
"818",19053,"Decatur","IA","Iowa"
"819",19055,"Delaware","IA","Iowa"
"820",19057,"Des Moines","IA","Iowa"
"821",19059,"Dickinson","IA","Iowa"
"822",19061,"Dubuque","IA","Iowa"
"823",19063,"Emmet","IA","Iowa"
"824",19065,"Fayette","IA","Iowa"
"825",19067,"Floyd","IA","Iowa"
"826",19069,"Franklin","IA","Iowa"
"827",19071,"Fremont","IA","Iowa"
"828",19073,"Greene","IA","Iowa"
"829",19075,"Grundy","IA","Iowa"
"830",19077,"Guthrie","IA","Iowa"
"831",19079,"Hamilton","IA","Iowa"
"832",19081,"Hancock","IA","Iowa"
"833",19083,"Hardin","IA","Iowa"
"834",19085,"Harrison","IA","Iowa"
"835",19087,"Henry","IA","Iowa"
"836",19089,"Howard","IA","Iowa"
"837",19091,"Humboldt","IA","Iowa"
"838",19093,"Ida","IA","Iowa"
"839",19095,"Iowa","IA","Iowa"
"840",19097,"Jackson","IA","Iowa"
"841",19099,"Jasper","IA","Iowa"
"842",19101,"Jefferson","IA","Iowa"
"843",19103,"Johnson","IA","Iowa"
"844",19105,"Jones","IA","Iowa"
"845",19107,"Keokuk","IA","Iowa"
"846",19109,"Kossuth","IA","Iowa"
"847",19111,"Lee","IA","Iowa"
"848",19113,"Linn","IA","Iowa"
"849",19115,"Louisa","IA","Iowa"
"850",19117,"Lucas","IA","Iowa"
"851",19119,"Lyon","IA","Iowa"
"852",19121,"Madison","IA","Iowa"
"853",19123,"Mahaska","IA","Iowa"
"854",19125,"Marion","IA","Iowa"
"855",19127,"Marshall","IA","Iowa"
"856",19129,"Mills","IA","Iowa"
"857",19131,"Mitchell","IA","Iowa"
"858",19133,"Monona","IA","Iowa"
"859",19135,"Monroe","IA","Iowa"
"860",19137,"Montgomery","IA","Iowa"
"861",19139,"Muscatine","IA","Iowa"
"862",19141,"O'Brien","IA","Iowa"
"863",19143,"Osceola","IA","Iowa"
"864",19145,"Page","IA","Iowa"
"865",19147,"Palo Alto","IA","Iowa"
"866",19149,"Plymouth","IA","Iowa"
"867",19151,"Pocahontas","IA","Iowa"
"868",19153,"Polk","IA","Iowa"
"869",19155,"Pottawattamie","IA","Iowa"
"870",19157,"Poweshiek","IA","Iowa"
"871",19159,"Ringgold","IA","Iowa"
"872",19161,"Sac","IA","Iowa"
"873",19163,"Scott","IA","Iowa"
"874",19165,"Shelby","IA","Iowa"
"875",19167,"Sioux","IA","Iowa"
"876",19169,"Story","IA","Iowa"
"877",19171,"Tama","IA","Iowa"
"878",19173,"Taylor","IA","Iowa"
"879",19175,"Union","IA","Iowa"
"880",19177,"Van Buren","IA","Iowa"
"881",19179,"Wapello","IA","Iowa"
"882",19181,"Warren","IA","Iowa"
"883",19183,"Washington","IA","Iowa"
"884",19185,"Wayne","IA","Iowa"
"885",19187,"Webster","IA","Iowa"
"886",19189,"Winnebago","IA","Iowa"
"887",19191,"Winneshiek","IA","Iowa"
"888",19193,"Woodbury","IA","Iowa"
"889",19195,"Worth","IA","Iowa"
"890",19197,"Wright","IA","Iowa"
"891",20001,"Allen","KS","Kansas"
"892",20003,"Anderson","KS","Kansas"
"893",20005,"Atchison","KS","Kansas"
"894",20007,"Barber","KS","Kansas"
"895",20009,"Barton","KS","Kansas"
"896",20011,"Bourbon","KS","Kansas"
"897",20013,"Brown","KS","Kansas"
"898",20015,"Butler","KS","Kansas"
"899",20017,"Chase","KS","Kansas"
"900",20019,"Chautauqua","KS","Kansas"
"901",20021,"Cherokee","KS","Kansas"
"902",20023,"Cheyenne","KS","Kansas"
"903",20025,"Clark","KS","Kansas"
"904",20027,"Clay","KS","Kansas"
"905",20029,"Cloud","KS","Kansas"
"906",20031,"Coffey","KS","Kansas"
"907",20033,"Comanche","KS","Kansas"
"908",20035,"Cowley","KS","Kansas"
"909",20037,"Crawford","KS","Kansas"
"910",20039,"Decatur","KS","Kansas"
"911",20041,"Dickinson","KS","Kansas"
"912",20043,"Doniphan","KS","Kansas"
"913",20045,"Douglas","KS","Kansas"
"914",20047,"Edwards","KS","Kansas"
"915",20049,"Elk","KS","Kansas"
"916",20051,"Ellis","KS","Kansas"
"917",20053,"Ellsworth","KS","Kansas"
"918",20055,"Finney","KS","Kansas"
"919",20057,"Ford","KS","Kansas"
"920",20059,"Franklin","KS","Kansas"
"921",20061,"Geary","KS","Kansas"
"922",20063,"Gove","KS","Kansas"
"923",20065,"Graham","KS","Kansas"
"924",20067,"Grant","KS","Kansas"
"925",20069,"Gray","KS","Kansas"
"926",20071,"Greeley","KS","Kansas"
"927",20073,"Greenwood","KS","Kansas"
"928",20075,"Hamilton","KS","Kansas"
"929",20077,"Harper","KS","Kansas"
"930",20079,"Harvey","KS","Kansas"
"931",20081,"Haskell","KS","Kansas"
"932",20083,"Hodgeman","KS","Kansas"
"933",20085,"Jackson","KS","Kansas"
"934",20087,"Jefferson","KS","Kansas"
"935",20089,"Jewell","KS","Kansas"
"936",20091,"Johnson","KS","Kansas"
"937",20093,"Kearny","KS","Kansas"
"938",20095,"Kingman","KS","Kansas"
"939",20097,"Kiowa","KS","Kansas"
"940",20099,"Labette","KS","Kansas"
"941",20101,"Lane","KS","Kansas"
"942",20103,"Leavenworth","KS","Kansas"
"943",20105,"Lincoln","KS","Kansas"
"944",20107,"Linn","KS","Kansas"
"945",20109,"Logan","KS","Kansas"
"946",20111,"Lyon","KS","Kansas"
"947",20113,"McPherson","KS","Kansas"
"948",20115,"Marion","KS","Kansas"
"949",20117,"Marshall","KS","Kansas"
"950",20119,"Meade","KS","Kansas"
"951",20121,"Miami","KS","Kansas"
"952",20123,"Mitchell","KS","Kansas"
"953",20125,"Montgomery","KS","Kansas"
"954",20127,"Morris","KS","Kansas"
"955",20129,"Morton","KS","Kansas"
"956",20131,"Nemaha","KS","Kansas"
"957",20133,"Neosho","KS","Kansas"
"958",20135,"Ness","KS","Kansas"
"959",20137,"Norton","KS","Kansas"
"960",20139,"Osage","KS","Kansas"
"961",20141,"Osborne","KS","Kansas"
"962",20143,"Ottawa","KS","Kansas"
"963",20145,"Pawnee","KS","Kansas"
"964",20147,"Phillips","KS","Kansas"
"965",20149,"Pottawatomie","KS","Kansas"
"966",20151,"Pratt","KS","Kansas"
"967",20153,"Rawlins","KS","Kansas"
"968",20155,"Reno","KS","Kansas"
"969",20157,"Republic","KS","Kansas"
"970",20159,"Rice","KS","Kansas"
"971",20161,"Riley","KS","Kansas"
"972",20163,"Rooks","KS","Kansas"
"973",20165,"Rush","KS","Kansas"
"974",20167,"Russell","KS","Kansas"
"975",20169,"Saline","KS","Kansas"
"976",20171,"Scott","KS","Kansas"
"977",20173,"Sedgwick","KS","Kansas"
"978",20175,"Seward","KS","Kansas"
"979",20177,"Shawnee","KS","Kansas"
"980",20179,"Sheridan","KS","Kansas"
"981",20181,"Sherman","KS","Kansas"
"982",20183,"Smith","KS","Kansas"
"983",20185,"Stafford","KS","Kansas"
"984",20187,"Stanton","KS","Kansas"
"985",20189,"Stevens","KS","Kansas"
"986",20191,"Sumner","KS","Kansas"
"987",20193,"Thomas","KS","Kansas"
"988",20195,"Trego","KS","Kansas"
"989",20197,"Wabaunsee","KS","Kansas"
"990",20199,"Wallace","KS","Kansas"
"991",20201,"Washington","KS","Kansas"
"992",20203,"Wichita","KS","Kansas"
"993",20205,"Wilson","KS","Kansas"
"994",20207,"Woodson","KS","Kansas"
"995",20209,"Wyandotte","KS","Kansas"
"996",21001,"Adair","KY","Kentucky"
"997",21003,"Allen","KY","Kentucky"
"998",21005,"Anderson","KY","Kentucky"
"999",21007,"Ballard","KY","Kentucky"
"1000",21009,"Barren","KY","Kentucky"
"1001",21011,"Bath","KY","Kentucky"
"1002",21013,"Bell","KY","Kentucky"
"1003",21015,"Boone","KY","Kentucky"
"1004",21017,"Bourbon","KY","Kentucky"
"1005",21019,"Boyd","KY","Kentucky"
"1006",21021,"Boyle","KY","Kentucky"
"1007",21023,"Bracken","KY","Kentucky"
"1008",21025,"Breathitt","KY","Kentucky"
"1009",21027,"Breckinridge","KY","Kentucky"
"1010",21029,"Bullitt","KY","Kentucky"
"1011",21031,"Butler","KY","Kentucky"
"1012",21033,"Caldwell","KY","Kentucky"
"1013",21035,"Calloway","KY","Kentucky"
"1014",21037,"Campbell","KY","Kentucky"
"1015",21039,"Carlisle","KY","Kentucky"
"1016",21041,"Carroll","KY","Kentucky"
"1017",21043,"Carter","KY","Kentucky"
"1018",21045,"Casey","KY","Kentucky"
"1019",21047,"Christian","KY","Kentucky"
"1020",21049,"Clark","KY","Kentucky"
"1021",21051,"Clay","KY","Kentucky"
"1022",21053,"Clinton","KY","Kentucky"
"1023",21055,"Crittenden","KY","Kentucky"
"1024",21057,"Cumberland","KY","Kentucky"
"1025",21059,"Daviess","KY","Kentucky"
"1026",21061,"Edmonson","KY","Kentucky"
"1027",21063,"Elliott","KY","Kentucky"
"1028",21065,"Estill","KY","Kentucky"
"1029",21067,"Fayette","KY","Kentucky"
"1030",21069,"Fleming","KY","Kentucky"
"1031",21071,"Floyd","KY","Kentucky"
"1032",21073,"Franklin","KY","Kentucky"
"1033",21075,"Fulton","KY","Kentucky"
"1034",21077,"Gallatin","KY","Kentucky"
"1035",21079,"Garrard","KY","Kentucky"
"1036",21081,"Grant","KY","Kentucky"
"1037",21083,"Graves","KY","Kentucky"
"1038",21085,"Grayson","KY","Kentucky"
"1039",21087,"Green","KY","Kentucky"
"1040",21089,"Greenup","KY","Kentucky"
"1041",21091,"Hancock","KY","Kentucky"
"1042",21093,"Hardin","KY","Kentucky"
"1043",21095,"Harlan","KY","Kentucky"
"1044",21097,"Harrison","KY","Kentucky"
"1045",21099,"Hart","KY","Kentucky"
"1046",21101,"Henderson","KY","Kentucky"
"1047",21103,"Henry","KY","Kentucky"
"1048",21105,"Hickman","KY","Kentucky"
"1049",21107,"Hopkins","KY","Kentucky"
"1050",21109,"Jackson","KY","Kentucky"
"1051",21111,"Jefferson","KY","Kentucky"
"1052",21113,"Jessamine","KY","Kentucky"
"1053",21115,"Johnson","KY","Kentucky"
"1054",21117,"Kenton","KY","Kentucky"
"1055",21119,"Knott","KY","Kentucky"
"1056",21121,"Knox","KY","Kentucky"
"1057",21123,"Larue","KY","Kentucky"
"1058",21125,"Laurel","KY","Kentucky"
"1059",21127,"Lawrence","KY","Kentucky"
"1060",21129,"Lee","KY","Kentucky"
"1061",21131,"Leslie","KY","Kentucky"
"1062",21133,"Letcher","KY","Kentucky"
"1063",21135,"Lewis","KY","Kentucky"
"1064",21137,"Lincoln","KY","Kentucky"
"1065",21139,"Livingston","KY","Kentucky"
"1066",21141,"Logan","KY","Kentucky"
"1067",21143,"Lyon","KY","Kentucky"
"1068",21145,"McCracken","KY","Kentucky"
"1069",21147,"McCreary","KY","Kentucky"
"1070",21149,"McLean","KY","Kentucky"
"1071",21151,"Madison","KY","Kentucky"
"1072",21153,"Magoffin","KY","Kentucky"
"1073",21155,"Marion","KY","Kentucky"
"1074",21157,"Marshall","KY","Kentucky"
"1075",21159,"Martin","KY","Kentucky"
"1076",21161,"Mason","KY","Kentucky"
"1077",21163,"Meade","KY","Kentucky"
"1078",21165,"Menifee","KY","Kentucky"
"1079",21167,"Mercer","KY","Kentucky"
"1080",21169,"Metcalfe","KY","Kentucky"
"1081",21171,"Monroe","KY","Kentucky"
"1082",21173,"Montgomery","KY","Kentucky"
"1083",21175,"Morgan","KY","Kentucky"
"1084",21177,"Muhlenberg","KY","Kentucky"
"1085",21179,"Nelson","KY","Kentucky"
"1086",21181,"Nicholas","KY","Kentucky"
"1087",21183,"Ohio","KY","Kentucky"
"1088",21185,"Oldham","KY","Kentucky"
"1089",21187,"Owen","KY","Kentucky"
"1090",21189,"Owsley","KY","Kentucky"
"1091",21191,"Pendleton","KY","Kentucky"
"1092",21193,"Perry","KY","Kentucky"
"1093",21195,"Pike","KY","Kentucky"
"1094",21197,"Powell","KY","Kentucky"
"1095",21199,"Pulaski","KY","Kentucky"
"1096",21201,"Robertson","KY","Kentucky"
"1097",21203,"Rockcastle","KY","Kentucky"
"1098",21205,"Rowan","KY","Kentucky"
"1099",21207,"Russell","KY","Kentucky"
"1100",21209,"Scott","KY","Kentucky"
"1101",21211,"Shelby","KY","Kentucky"
"1102",21213,"Simpson","KY","Kentucky"
"1103",21215,"Spencer","KY","Kentucky"
"1104",21217,"Taylor","KY","Kentucky"
"1105",21219,"Todd","KY","Kentucky"
"1106",21221,"Trigg","KY","Kentucky"
"1107",21223,"Trimble","KY","Kentucky"
"1108",21225,"Union","KY","Kentucky"
"1109",21227,"Warren","KY","Kentucky"
"1110",21229,"Washington","KY","Kentucky"
"1111",21231,"Wayne","KY","Kentucky"
"1112",21233,"Webster","KY","Kentucky"
"1113",21235,"Whitley","KY","Kentucky"
"1114",21237,"Wolfe","KY","Kentucky"
"1115",21239,"Woodford","KY","Kentucky"
"1116",22001,"Acadia Parish","LA","Louisiana"
"1117",22003,"Allen Parish","LA","Louisiana"
"1118",22005,"Ascension Parish","LA","Louisiana"
"1119",22007,"Assumption Parish","LA","Louisiana"
"1120",22009,"Avoyelles Parish","LA","Louisiana"
"1121",22011,"Beauregard Parish","LA","Louisiana"
"1122",22013,"Bienville Parish","LA","Louisiana"
"1123",22015,"Bossier Parish","LA","Louisiana"
"1124",22017,"Caddo Parish","LA","Louisiana"
"1125",22019,"Calcasieu Parish","LA","Louisiana"
"1126",22021,"Caldwell Parish","LA","Louisiana"
"1127",22023,"Cameron Parish","LA","Louisiana"
"1128",22025,"Catahoula Parish","LA","Louisiana"
"1129",22027,"Claiborne Parish","LA","Louisiana"
"1130",22029,"Concordia Parish","LA","Louisiana"
"1131",22031,"De Soto Parish","LA","Louisiana"
"1132",22033,"East Baton Rouge Parish","LA","Louisiana"
"1133",22035,"East Carroll Parish","LA","Louisiana"
"1134",22037,"East Feliciana Parish","LA","Louisiana"
"1135",22039,"Evangeline Parish","LA","Louisiana"
"1136",22041,"Franklin Parish","LA","Louisiana"
"1137",22043,"Grant Parish","LA","Louisiana"
"1138",22045,"Iberia Parish","LA","Louisiana"
"1139",22047,"Iberville Parish","LA","Louisiana"
"1140",22049,"Jackson Parish","LA","Louisiana"
"1141",22051,"Jefferson Parish","LA","Louisiana"
"1142",22053,"Jefferson Davis Parish","LA","Louisiana"
"1143",22055,"Lafayette Parish","LA","Louisiana"
"1144",22057,"Lafourche Parish","LA","Louisiana"
"1145",22059,"La Salle Parish","LA","Louisiana"
"1146",22061,"Lincoln Parish","LA","Louisiana"
"1147",22063,"Livingston Parish","LA","Louisiana"
"1148",22065,"Madison Parish","LA","Louisiana"
"1149",22067,"Morehouse Parish","LA","Louisiana"
"1150",22069,"Natchitoches Parish","LA","Louisiana"
"1151",22071,"Orleans Parish","LA","Louisiana"
"1152",22073,"Ouachita Parish","LA","Louisiana"
"1153",22075,"Plaquemines Parish","LA","Louisiana"
"1154",22077,"Pointe Coupee Parish","LA","Louisiana"
"1155",22079,"Rapides Parish","LA","Louisiana"
"1156",22081,"Red River Parish","LA","Louisiana"
"1157",22083,"Richland Parish","LA","Louisiana"
"1158",22085,"Sabine Parish","LA","Louisiana"
"1159",22087,"St. Bernard Parish","LA","Louisiana"
"1160",22089,"St. Charles Parish","LA","Louisiana"
"1161",22091,"St. Helena Parish","LA","Louisiana"
"1162",22093,"St. James Parish","LA","Louisiana"
"1163",22095,"St. John the Baptist Parish","LA","Louisiana"
"1164",22097,"St. Landry Parish","LA","Louisiana"
"1165",22099,"St. Martin Parish","LA","Louisiana"
"1166",22101,"St. Mary Parish","LA","Louisiana"
"1167",22103,"St. Tammany Parish","LA","Louisiana"
"1168",22105,"Tangipahoa Parish","LA","Louisiana"
"1169",22107,"Tensas Parish","LA","Louisiana"
"1170",22109,"Terrebonne Parish","LA","Louisiana"
"1171",22111,"Union Parish","LA","Louisiana"
"1172",22113,"Vermilion Parish","LA","Louisiana"
"1173",22115,"Vernon Parish","LA","Louisiana"
"1174",22117,"Washington Parish","LA","Louisiana"
"1175",22119,"Webster Parish","LA","Louisiana"
"1176",22121,"West Baton Rouge Parish","LA","Louisiana"
"1177",22123,"West Carroll Parish","LA","Louisiana"
"1178",22125,"West Feliciana Parish","LA","Louisiana"
"1179",22127,"Winn Parish","LA","Louisiana"
"1180",23001,"Androscoggin","ME","Maine"
"1181",23003,"Aroostook","ME","Maine"
"1182",23005,"Cumberland","ME","Maine"
"1183",23007,"Franklin","ME","Maine"
"1184",23009,"Hancock","ME","Maine"
"1185",23011,"Kennebec","ME","Maine"
"1186",23013,"Knox","ME","Maine"
"1187",23015,"Lincoln","ME","Maine"
"1188",23017,"Oxford","ME","Maine"
"1189",23019,"Penobscot","ME","Maine"
"1190",23021,"Piscataquis","ME","Maine"
"1191",23023,"Sagadahoc","ME","Maine"
"1192",23025,"Somerset","ME","Maine"
"1193",23027,"Waldo","ME","Maine"
"1194",23029,"Washington","ME","Maine"
"1195",23031,"York","ME","Maine"
"1196",24001,"Allegany","MD","Maryland"
"1197",24003,"Anne Arundel","MD","Maryland"
"1198",24005,"Baltimore","MD","Maryland"
"1199",24009,"Calvert","MD","Maryland"
"1200",24011,"Caroline","MD","Maryland"
"1201",24013,"Carroll","MD","Maryland"
"1202",24015,"Cecil","MD","Maryland"
"1203",24017,"Charles","MD","Maryland"
"1204",24019,"Dorchester","MD","Maryland"
"1205",24021,"Frederick","MD","Maryland"
"1206",24023,"Garrett","MD","Maryland"
"1207",24025,"Harford","MD","Maryland"
"1208",24027,"Howard","MD","Maryland"
"1209",24029,"Kent","MD","Maryland"
"1210",24031,"Montgomery","MD","Maryland"
"1211",24033,"Prince George's","MD","Maryland"
"1212",24035,"Queen Anne's","MD","Maryland"
"1213",24037,"St. Mary's","MD","Maryland"
"1214",24039,"Somerset","MD","Maryland"
"1215",24041,"Talbot","MD","Maryland"
"1216",24043,"Washington","MD","Maryland"
"1217",24045,"Wicomico","MD","Maryland"
"1218",24047,"Worcester","MD","Maryland"
"1219",24510,"Baltimore city","MD","Maryland"
"1220",25001,"Barnstable","MA","Massachusetts"
"1221",25003,"Berkshire","MA","Massachusetts"
"1222",25005,"Bristol","MA","Massachusetts"
"1223",25007,"Dukes","MA","Massachusetts"
"1224",25009,"Essex","MA","Massachusetts"
"1225",25011,"Franklin","MA","Massachusetts"
"1226",25013,"Hampden","MA","Massachusetts"
"1227",25015,"Hampshire","MA","Massachusetts"
"1228",25017,"Middlesex","MA","Massachusetts"
"1229",25019,"Nantucket","MA","Massachusetts"
"1230",25021,"Norfolk","MA","Massachusetts"
"1231",25023,"Plymouth","MA","Massachusetts"
"1232",25025,"Suffolk","MA","Massachusetts"
"1233",25027,"Worcester","MA","Massachusetts"
"1234",26001,"Alcona","MI","Michigan"
"1235",26003,"Alger","MI","Michigan"
"1236",26005,"Allegan","MI","Michigan"
"1237",26007,"Alpena","MI","Michigan"
"1238",26009,"Antrim","MI","Michigan"
"1239",26011,"Arenac","MI","Michigan"
"1240",26013,"Baraga","MI","Michigan"
"1241",26015,"Barry","MI","Michigan"
"1242",26017,"Bay","MI","Michigan"
"1243",26019,"Benzie","MI","Michigan"
"1244",26021,"Berrien","MI","Michigan"
"1245",26023,"Branch","MI","Michigan"
"1246",26025,"Calhoun","MI","Michigan"
"1247",26027,"Cass","MI","Michigan"
"1248",26029,"Charlevoix","MI","Michigan"
"1249",26031,"Cheboygan","MI","Michigan"
"1250",26033,"Chippewa","MI","Michigan"
"1251",26035,"Clare","MI","Michigan"
"1252",26037,"Clinton","MI","Michigan"
"1253",26039,"Crawford","MI","Michigan"
"1254",26041,"Delta","MI","Michigan"
"1255",26043,"Dickinson","MI","Michigan"
"1256",26045,"Eaton","MI","Michigan"
"1257",26047,"Emmet","MI","Michigan"
"1258",26049,"Genesee","MI","Michigan"
"1259",26051,"Gladwin","MI","Michigan"
"1260",26053,"Gogebic","MI","Michigan"
"1261",26055,"Grand Traverse","MI","Michigan"
"1262",26057,"Gratiot","MI","Michigan"
"1263",26059,"Hillsdale","MI","Michigan"
"1264",26061,"Houghton","MI","Michigan"
"1265",26063,"Huron","MI","Michigan"
"1266",26065,"Ingham","MI","Michigan"
"1267",26067,"Ionia","MI","Michigan"
"1268",26069,"Iosco","MI","Michigan"
"1269",26071,"Iron","MI","Michigan"
"1270",26073,"Isabella","MI","Michigan"
"1271",26075,"Jackson","MI","Michigan"
"1272",26077,"Kalamazoo","MI","Michigan"
"1273",26079,"Kalkaska","MI","Michigan"
"1274",26081,"Kent","MI","Michigan"
"1275",26083,"Keweenaw","MI","Michigan"
"1276",26085,"Lake","MI","Michigan"
"1277",26087,"Lapeer","MI","Michigan"
"1278",26089,"Leelanau","MI","Michigan"
"1279",26091,"Lenawee","MI","Michigan"
"1280",26093,"Livingston","MI","Michigan"
"1281",26095,"Luce","MI","Michigan"
"1282",26097,"Mackinac","MI","Michigan"
"1283",26099,"Macomb","MI","Michigan"
"1284",26101,"Manistee","MI","Michigan"
"1285",26103,"Marquette","MI","Michigan"
"1286",26105,"Mason","MI","Michigan"
"1287",26107,"Mecosta","MI","Michigan"
